AM797,20190901,CLO,MEX
CA942,20190901,DXB,PEK
UL221,20190901,CMB,DOH
OZ324,20190901,CTU,ICN
MS627,20190901,CAI,BGW
SU1948,20190901,SVO,AKX
MU251,20190901,CAN,BKK
WE681,20190901,CGO,BKK
ET728,20190901,ADD,BRU
ZH9016,20190901,HKT,SZX
IT216,20190901,TPE,HND
6E1732,20190901,CCJ,AUH
HF836,20190901,FIH,BZV
SU1954,20190901,SVO,SCO
TK762,20190901,IST,DXB
FZ1784,20190901,HEL,DXB
TK776,20190901,IST,BAH
ET827,20190901,ADD,DAR
5J760,20190901,CGK,MNL
Y4901,20190901,LAX,MEX
UA1006,20190901,BOG,IAH
ID6019,20190901,MAA,KUL
BW520,20190901,POS,JFK
U22184,20190901,AYT,LTN
UT253,20190901,VKO,SGC
SG20,20190901,RUH,BOM
IX348,20190901,AUH,CCJ
AM19,20190901,LIM,MEX
MU714,20190901,CMB,KMG
LA530,20190901,LIM,JFK
MH199,20190901,HYD,KUL
SL923,20190901,NKG,DMK
LY284,20190901,FCO,TLV
SV1918,20190901,TIF,DMM
CA833,20190901,PVG,CDG
EW5969,20190901,CFU,VIE
KQ498,20190901,NBO,ZNZ
MU735,20190901,PVG,SYD
SV814,20190901,JED,CGK
EK363,20190901,CAN,DXB
SQ336,20190901,SIN,CDG
4O983,20190901,LAX,GDL
6E553,20190901,PNQ,CCU
CX271,20190901,HKG,AMS
SV416,20190901,HBE,JED
ET342,20190901,ADD,KRT
SM442,20190901,YNB,CAI
MU779,20190901,PVG,AKL
SG6287,20190901,BOM,MAA
IG884,20190901,DSS,MXP
U6803,20190901,VVO,PEK
AI588,20190901,COK,BLR
EW5707,20190901,PRN,CGN
SV5652,20190901,JED,CCJ
TK754,20190901,IST,SHJ
AK28,20190901,TRZ,KUL
FD113,20190901,BBI,DMK
SV1455,20190901,MED,JED
TG465,20190901,BKK,MEL
CA414,20190901,HKT,CTU
LA2466,20190901,LIM,MIA
UL869,20190901,PEK,CMB
SQ37,20190901,LAX,SIN
GA983,20190901,JED,CGK
G37473,20190901,BEL,PBM
FZ337,20190901,DXB,SKT
AS10,20190901,SEA,ORD
PC3309,20190901,IST,ADB
FB5415,20190901,VAR,BTS
SU6401,20190901,LED,SVX
VN320,20190901,SGN,KIX
G856,20190901,MCT,CNN
MS862,20190901,CMN,CAI
VY8741,20190901,MLA,BCN
5J371,20190901,MFM,CRK
6R595,20190901,AER,KEJ
S7886,20190901,ALC,DME
SL937,20190901,CSX,DMK
A3639,20190901,MAN,ATH
UA1459,20190901,POS,IAH
WY722,20190901,NBO,MCT
6E386,20190901,BOM,MAA
CX237,20190901,HKG,LHR
LA572,20190901,SCL,BOG
Y4810,20190901,TIJ,MEX
SV734,20190901,JED,MED
CX749,20190901,HKG,JNB
AI913,20190901,DEL,DMM
UL604,20190901,CMB,MEL
VN330,20190901,HAN,KIX
SV1781,20190901,JED,GIZ
ZE942,20190901,BKI,PUS
JU526,20190901,BEG,SKG
F92000,20190901,LAS,ATL
DY1571,20190901,BOJ,OSL
SU6343,20190901,LED,MMK
PC6664,20190901,NUE,AYT
G39107,20190901,GRU,MCZ
DL27,20190901,ATL,ICN
AC382,20190901,YMM,YYZ
SL973,20190901,NKG,HKT
6.00E+263,20190901,HYD,BOM
IB6653,20190901,MAD,LIM
9U832,20190901,DUB,KIV
TG944,20190901,BKK,FCO
CX753,20190901,HKG,CGK
CX321,20190901,HKG,BCN
WY194,20190901,ATH,MCT
DP1365,20190901,AER,PEE
G9284,20190901,SAW,SHJ
IX116,20190901,AUH,DEL
TW128,20190901,DAD,ICN
MU5912,20190901,JHG,KMG
CZ8354,20190901,CGK,SZX
AM683,20190901,ORD,MEX
MS67,20190901,LXR,CAI
Z2136,20190901,MNL,CAN
FM832,20190901,HKT,PVG
TG661,20190901,HND,BKK
CZ347,20190901,CAN,CDG
7C2508,20190901,BKI,ICN
TK2236,20190901,IST,GZT
AV23,20190901,MEX,BOG
VN310,20190901,HAN,NRT
F34601,20190901,JED,RUH
QD701,20190901,HGH,KOS
UT363,20190901,VKO,UFA
UA73,20190901,TLV,IAD
JD5868,20190901,DYG,XIY
QZ7523,20190901,DPS,CGK
N4985,20190901,SVO,KZN
OS9138,20190901,CHQ,VIE
VJ990,20190901,CXR,PUS
PC391,20190901,SAW,MRV
PC2744,20190901,SAW,ASR
QR871,20190901,PVG,DOH
UJ510,20190901,CAI,KWI
SV1169,20190901,DMM,RUH
WY182,20190901,DME,MCT
LY1,20190901,TLV,JFK
AC158,20190901,YYC,YYZ
RJ8406,20190901,BEY,AMM
LA3982,20190901,GRU,CWB
J9707,20190901,KWI,LXR
TU841,20190901,CKY,TUN
CZ6053,20190901,CAN,HKT
AI986,20190901,MCT,BOM
6E6217,20190901,MAA,BLR
OD232,20190901,COK,KUL
AM111,20190901,TIJ,GDL
NH808,20190901,BKK,NRT
LA2400,20190901,LIM,LPB
7C4056,20190901,SIN,PUS
AK70,20190901,DAC,KUL
SU6461,20190901,LED,CEK
GK94,20190901,MNL,NGO
JU166,20190901,BEG,SKP
LA2406,20190901,LIM,VVI
JL738,20190901,BKK,NGO
SV1436,20190901,MED,RUH
LJ40,20190901,KLO,ICN
AM709,20190901,BOG,MEX
TK681,20190901,KRT,IST
SV870,20190901,JED,MNL
ET645,20190901,HKG,ADD
VN426,20190901,HAN,PUS
ET726,20190901,ADD,VIE
B6498,20190901,SEA,BOS
TK2229,20190901,GZT,IST
TR183,20190901,NKG,SIN
SV1450,20190901,MED,RUH
CA731,20190901,HGH,FCO
RT547,20190901,KZN,OMS
U22094,20190901,IBZ,LTN
6E1763,20190901,DEL,HKT
3U8926,20190901,HKT,CTU
XQ119,20190901,CGN,AYT
AK1535,20190901,CAN,BKI
CX255,20190901,HKG,LHR
FD536,20190901,DMK,CAN
6E337,20190901,COK,PNQ
TP1548,20190901,SID,LIS
RJ183,20190901,BKK,AMM
OD186,20190901,CMB,KUL
5N520,20190901,LED,MMK
SL941,20190901,WUH,DMK
LA2457,20190901,CUN,LIM
CX2883,20190901,LAX,HKG
AK114,20190901,KUL,CAN
SQ237,20190901,SIN,MEL
SU2139,20190901,IST,SVO
LA3310,20190901,GRU,SSA
U62814,20190901,EVN,LED
LQ911,20190901,CSX,REP
CZ320,20190901,PER,CAN
6E2625,20190901,BLR,DEL
FV5709,20190901,VKO,LCA
GA882,20190901,DPS,KIX
CX873,20190901,SFO,HKG
VY7343,20190901,CMN,BCN
CZ6066,20190901,DPS,SZX
JU216,20190901,BEG,TIA
MT561,20190901,DLM,LGW
TP1250,20190901,LIS,BUD
AY100,20190901,HKG,HEL
TR734,20190901,SIN,TXL
QR1148,20190901,DOH,MCT
5J59,20190901,PVG,CEB
B62024,20190901,LAX,JFK
CA975,20190901,PEK,SIN
5J548,20190901,SIN,CEB
SV805,20190901,DAC,RUH
G9489,20190901,SHJ,AMD
TG326,20190901,BLR,BKK
4O2830,20190901,MEX,YYZ
I51424,20190901,BLR,PNQ
U6610,20190901,DME,CEK
N4563,20190901,SVO,OSW
C2501,20190901,MAD,SSG
TG662,20190901,BKK,PVG
JU516,20190901,BEG,ATH
TK701,20190901,SSH,IST
EK313,20190901,HND,DXB
SA7172,20190901,HKG,ICN
PC1673,20190901,ESB,VIE
CZ626,20190901,DPS,CAN
A3725,20190901,OPO,ATH
CX888,20190901,HKG,YVR
LA2435,20190901,LIM,MDZ
CX881,20190901,LAX,HKG
WB304,20190901,KGL,DXB
GJ8744,20190901,ENH,CTU
IB3359,20190901,CFU,MAD
RO187,20190901,OTP,AMM
VY7517,20190901,BCN,MSQ
WS282,20190901,YEG,YOW
GA682,20190901,CGK,SOQ
SU2355,20190901,VIE,SVO
AC7562,20190901,YYZ,YUL
SU2113,20190901,ATH,SVO
SQ328,20190901,SIN,MUC
SV319,20190901,MED,CAI
LJ76,20190901,DAD,PUS
5J580,20190901,CEB,MNL
AC472,20190901,YYZ,YOW
Y4937,20190901,ONT,GDL
TK2042,20190901,IST,KYA
LA3656,20190901,GRU,GIG
8Q352,20190901,IST,KWI
AI952,20190901,DXB,HYD
AK40,20190901,COK,KUL
SV452,20190901,KRT,JED
LA2479,20190901,LIM,SCL
MS644,20190901,JED,CAI
PC2100,20190901,SAW,ADA
VJ932,20190901,HAN,NRT
Y7324,20190901,AER,KJA
ID7797,20190901,CGK,SOQ
AI589,20190901,BLR,AMD
PR466,20190901,MNL,ICN
SG612,20190901,BOM,GOI
RJ734,20190901,AMM,RUH
PR510,20190901,SIN,MNL
BI612,20190901,CSX,BWN
SG8189,20190901,DEL,PNQ
XY61,20190901,RUH,JED
PC7456,20190901,SAW,KWI
SU2317,20190901,SXF,SVO
SU6411,20190901,LED,UFA
UA890,20190901,PVG,SFO
UA7307,20190901,HKG,ICN
RJ341,20190901,TLV,AMM
PC624,20190901,SAW,SSH
SV383,20190901,JED,CAI
TG647,20190901,NGO,BKK
SV1170,20190901,RUH,DMM
U6615,20190901,SIP,KZN
MU5298,20190901,PEK,TYN
MS615,20190901,KWI,CAI
A3896,20190901,ATH,TBS
KL446,20190901,BAH,KWI
LJ62,20190901,BKI,ICN
TK368,20190901,IST,TAS
RO101,20190901,OTP,CAI
TK692,20190901,IST,CAI
CZ305,20190901,CAN,AKL
ET607,20190901,CAN,ADD
JU646,20190901,BEG,OTP
TG934,20190901,BKK,BRU
MF892,20190901,DPS,XMN
G9668,20190901,KRT,SHJ
UA185,20190901,GUM,YAP
SA59,20190901,FIH,JNB
OZ746,20190901,HKG,ICN
CX610,20190901,CMB,HKG
AV218,20190901,EZE,BOG
UA468,20190901,LAS,ORD
RO129,20190901,OTP,TBS
SU2415,20190901,MXP,SVO
XY325,20190901,RUH,HYD
6E1707,20190901,MAA,DOH
9U854,20190901,MAD,KIV
EO563,20190901,SVO,OSW
CM495,20190901,SCL,PTY
F9678,20190901,DEN,MCO
AA1949,20190901,PHX,ORD
MU556,20190901,CCU,KMG
TK293,20190901,IST,ROV
NH804,20190901,SIN,NRT
N45801,20190901,PEE,AYT
SQ825,20190901,PVG,SIN
ME3422,20190901,BEY,RUH
CX289,20190901,HKG,FRA
7C2414,20190901,CEB,MWX
BI695,20190901,BWN,NRT
WZ5011,20190901,DME,NBE
SV1804,20190901,GIZ,RUH
LA2485,20190901,MAD,LIM
SL985,20190901,TSN,HKT
LA4745,20190901,FOR,GRU
HY636,20190901,LED,FEG
VJ870,20190901,DAD,TAE
8L811,20190901,CTU,BKK
D7879,20190901,WUH,KUL
G8413,20190901,AMD,BOM
RJ303,20190901,AQJ,AMM
Z2622,20190901,DVO,MNL
SG747,20190901,PNQ,HYD
QR220,20190901,OTP,DOH
4O2850,20190901,MEX,YVR
SG490,20190901,BOM,CCU
FR1237,20190901,JTR,ATH
CX339,20190901,HKG,BRU
SU1132,20190901,SVO,AER
QR1342,20190901,NBO,DOH
QR961,20190901,DPS,DOH
EK381,20190901,HKG,DXB
AV248,20190901,GRU,BOG
MH193,20190901,BLR,KUL
VY6603,20190901,PMO,BCN
VY3359,20190901,KGS,FCO
UA1036,20190901,UIO,IAH
G31874,20190901,GRU,JDO
G9618,20190901,ATZ,SHJ
UA855,20190901,LIM,IAH
S75020,20190901,SVX,OVB
TK1508,20190901,NUE,IST
PC5613,20190901,AYT,HAJ
D82530,20190901,LGW,CHQ
TK628,20190901,PHC,IST
S7425,20190901,DME,NJC
F9170,20190901,DEN,PHL
AA1512,20190901,GEO,MIA
AA1405,20190901,LAX,DFW
UA910,20190901,LAX,ORD
6E1405,20190901,HYD,SHJ
TK706,20190901,IST,KBL
EY471,20190901,CGK,AUH
XQ117,20190901,CGN,AYT
TK782,20190901,IST,DOH
UT265,20190901,VKO,KRO
SU6874,20190901,SIP,LED
SU6167,20190901,SVO,REN
EK359,20190901,CGK,DXB
UT437,20190901,VKO,KUF
QR644,20190901,DOH,KTM
FB573,20190901,SOF,TLV
0B2934,20190901,LPL,BCM
DL8799,20190901,LAX,MEX
EK307,20190901,PEK,DXB
SG1,20190901,MAA,CMB
QR955,20190901,CGK,DOH
XY116,20190901,GIZ,RUH
JT116,20190901,GIZ,RUH
TK677,20190901,ADD,IST
KE638,20190901,HKT,ICN
S7215,20190901,DME,RGK
SU1638,20190901,SVO,OMS
CX177,20190901,HKG,ADL
S795,20190901,DME,UFA
CA839,20190901,PVG,BCN
BG44,20190901,KWI,DAC
J29106,20190901,SAW,GYD
MU771,20190901,PVG,AMS
TK2815,20190901,SZF,IST
4O2983,20190901,ORD,MEX
SU1428,20190901,SVO,MQF
6.00E+88,20190901,CCJ,DXB
TK2527,20190901,BJV,IST
6.00E+79,20190901,AMD,DXB
VN346,20190901,HAN,NGO
DP1433,20190901,VKO,PEE
AY1936,20190901,GZP,HEL
CA746,20190901,PNH,PEK
U22230,20190901,ALC,LTN
GF788,20190901,BAH,MUX
DL735,20190901,SEA,MSP
KL836,20190901,SIN,AMS
LA801,20190901,SCL,AKL
S71132,20190901,AAQ,DME
DV842,20190901,TBS,SCO
NK540,20190901,LAS,AUS
OK461,20190901,KEF,PRG
JL33,20190901,HND,BKK
SU46,20190901,SVO,LED
AQ1026,20190901,HAK,CAN
UL191,20190901,CMB,DEL
CX293,20190901,HKG,FCO
JT3304,20190901,BTJ,UPG
6E6406,20190901,PNQ,MAA
FM869,20190901,PVG,BUD
UT529,20190901,HMA,KRR
KL428,20190901,DXB,AMS
NH843,20190901,HND,SIN
CZ661,20190901,CAN,FCO
TK344,20190901,IST,FRU
CI23,20190901,ONT,TPE
HU731,20190901,KWE,CDG
CA822,20190901,HKT,PEK
TK822,20190901,ADB,TLV
AS121,20190901,SEA,ANC
D86241,20190901,KEF,MAD
G52684,20190901,KWE,CTU
GF784,20190901,BAH,PEW
AF655,20190901,DXB,CDG
CM276,20190901,SCL,PTY
F91426,20190901,PHX,ORD
Y4649,20190901,ORD,GDL
EY867,20190901,PVG,AUH
SQ255,20190901,SIN,BNE
SU1196,20190901,SVO,KZN
SG59,20190901,IXE,DXB
LA3829,20190901,MAO,GIG
CI7,20190901,LAX,TPE
AY67,20190901,HEL,KIX
7R431,20190901,SKX,SVX
ZE502,20190901,BKI,ICN
FZ884,20190901,TUU,DXB
HU468,20190901,LAX,CKG
CX872,20190901,HKG,SFO
ET700,20190901,ADD,LHR
HV5750,20190901,CMN,AMS
SQ231,20190901,SIN,SYD
AK62,20190901,CCU,KUL
PR536,20190901,CGK,MNL
NK826,20190901,SAP,FLL
RO167,20190901,OTP,BEY
JQ68,20190901,CGO,MEL
TK2572,20190901,IST,DLM
U61077,20190901,DME,HER
S7969,20190901,DME,ASB
4O2933,20190901,BOG,MEX
TK2596,20190901,IST,GZP
KE608,20190901,HKG,ICN
TP1508,20190901,ABJ,LIS
PR488,20190901,KLO,ICN
SU2093,20190901,BEG,SVO
PR522,20190901,PNH,MNL
AZ1431,20190901,GOA,TRN
Q2389,20190901,XIY,BKK
XQ255,20190901,FMO,AYT
LY288,20190901,MXP,TLV
DG6508,20190901,CEB,MNL
AA1069,20190901,SFO,CLT
5J187,20190901,ICN,MNL
F34604,20190901,RUH,JED
WE344,20190901,JAI,BKK
6.00E+116,20190901,PNQ,GOI
AS134,20190901,ANC,PDX
TR868,20190901,DMK,NRT
7C2022,20190901,MFM,TAE
TK352,20190901,IST,ALA
NP113,20190901,CAI,YNB
GA880,20190901,DPS,NRT
S751,20190901,DME,SVX
NH822,20190901,HKG,HND
SL300,20190901,DMK,NRT
SB800,20190901,NOU,NRT
RS502,20190901,HKG,ICN
TK828,20190901,IST,BEY
CZ8303,20190901,SYX,BKK
UT349,20190901,VKO,STW
DS1138,20190901,LPA,BSL
MM68,20190901,HKG,KIX
SQ469,20190901,CMB,SIN
KE86,20190901,JFK,ICN
U6341,20190901,DME,TJM
TR898,20190901,SIN,TPE
MI471,20190901,HYD,SIN
VY2353,20190901,CFU,BCN
CZ617,20190901,CAN,CHC
TG924,20190901,BKK,MUC
TK446,20190901,IST,UFA
7C2216,20190901,BKK,MWX
XY561,20190901,JED,HTY
LJ58,20190901,HAN,ICN
TK791,20190901,TLV,IST
6.00E+284,20190901,PNQ,NAG
MU777,20190901,KMG,SYD
BX762,20190901,BKI,PUS
F74133,20190901,KZN,AYT
LY15,20190901,TLV,BOS
VY3426,20190901,IBZ,MAD
U21138,20190901,LPA,BSL
6E1751,20190901,MAA,KWI
KE468,20190901,CXR,ICN
NH105,20190901,LAX,HND
NK972,20190901,PHX,DFW
VY3316,20190901,FCO,JTR
4O2993,20190901,JFK,MEX
SV386,20190901,CAI,JED
MS919,20190901,AUH,CAI
QR1438,20190901,JIB,DOH
JU816,20190901,BEG,TLV
BW551,20190901,JFK,POS
ZH9087,20190901,SZX,HAN
TK2561,20190901,DLM,IST
QS1240,20190901,PRG,HRG
CX315,20190901,HKG,MAD
6E6532,20190901,GOI,DEL
TK2041,20190901,KYA,IST
CZ392,20190901,DAC,CAN
BR11,20190901,LAX,TPE
AS108,20190901,ANC,SEA
BX760,20190901,BKI,TAE
UT489,20190901,VKO,LED
TK656,20190901,ALG,IST
6S175,20190901,DMM,ISB
OZ568,20190901,ULN,ICN
JT3396,20190901,BTJ,UPG
QR995,20190901,DAD,DOH
SJ602,20190901,CGK,MDC
G9541,20190901,SHJ,KHI
TK612,20190901,KGL,EBB
CZ6043,20190901,CSX,NBO
AT427,20190901,CMN,AGA
EK353,20190901,SIN,DXB
AR1326,20190901,TUC,PUJ
LH767,20190901,BOM,MUC
AT407,20190901,CMN,RAK
U62969,20190901,DME,TJU
TG648,20190901,BKK,FUK
CX851,20190901,SFO,HKG
Y4822,20190901,TIJ,MEX
F91418,20190901,LAS,ORD
Y4428,20190901,TIJ,GDL
AC182,20190901,YVR,YYZ
S75309,20190901,OVB,KJA
JT3306,20190901,BTJ,UPG
Q2708,20190901,HAQ,TRV
LH763,20190901,DEL,MUC
A4221,20190901,ROV,UFA
JL727,20190901,KIX,BKK
NK378,20190901,SEA,IAH
MU544,20190901,SIN,PVG
HO1607,20190901,PVG,HEL
TP1206,20190901,LIS,WAW
KQ418,20190901,NBO,EBB
TG954,20190901,BKK,OSL
TK696,20190901,IST,HBE
PR484,20190901,CEB,ICN
GF752,20190901,BAH,KHI
AS135,20190901,ORD,ANC
G9352,20190901,TZX,SHJ
U28654,20190901,IBZ,LGW
IZ741,20190901,TLV,CDG
XJ612,20190901,DMK,KIX
SU2017,20190901,PRG,SVO
RJ407,20190901,AMM,BEY
LX155,20190901,BOM,ZRH
KL856,20190901,ICN,AMS
CX343,20190901,HKG,LGW
UA2352,20190901,LAX,IAH
SU123,20190901,JFK,SVO
D7506,20190901,KUL,ICN
S7185,20190901,DME,OVB
SU1536,20190901,SVO,TOF
S7245,20190901,DME,PEZ
NH877,20190901,HND,BKK
6E5384,20190901,BOM,HYD
NH821,20190901,HND,HKG
KY8250,20190901,JHG,KMG
CX524,20190901,HKG,NRT
RJ648,20190901,AMM,KWI
CX156,20190901,BNE,HKG
WY166,20190901,IST,MCT
UT453,20190901,VKO,TJM
TG910,20190901,BKK,LHR
TK698,20190901,IST,SSH
TW302,20190901,GUM,ICN
UA955,20190901,TLV,SFO
QR494,20190901,DOH,MHD
AT534,20190901,ABJ,CMN
QR490,20190901,DOH,IKA
EY873,20190901,ICN,AUH
RJ800,20190901,AMM,ISU
UA9,20190901,SFO,CTU
6E837,20190901,COK,DEL
3U8447,20190901,CTU,SGN
AF705,20190901,ABJ,CDG
QR208,20190901,ATH,DOH
VJ619,20190901,CXR,SGN
RJ824,20190901,AMM,EBL
CA907,20190901,PEK,MAD
KA358,20190901,KNO,HKG
TW150,20190901,DAD,TAE
RJ650,20190901,AMM,DOH
RJ722,20190901,AMM,MED
BW1552,20190901,POS,TAB
FZ174,20190901,HBE,DXB
PC1830,20190901,AYT,EBL
Y4490,20190901,TIJ,AGU
UA294,20190901,PDX,ORD
B6998,20190901,ANC,SEA
F9402,20190901,LAX,DEN
AA362,20190901,LAX,ORD
F9662,20190901,SFO,DEN
NK1168,20190901,SJU,BWI
SV8000,20190901,JED,RUH
EW6854,20190901,PMI,HAJ
AF381,20190901,PEK,CDG
U62871,20190901,KRR,EVN
UA634,20190901,LAS,IAH
TK2428,20190901,IST,AYT
SU505,20190901,TLV,SVO
LY27,20190901,TLV,EWR
CA827,20190901,PVG,MUC
ET405,20190901,TLV,ADD
EY658,20190901,CAI,AUH
UL125,20190901,CMB,MAA
CX857,20190901,SEA,HKG
EY260,20190901,AUH,MLE
OE571,20190901,JTR,VIE
QR41,20190901,DOH,CDG
UA1614,20190901,LAX,IAH
A3562,20190901,LCA,TLV
AF1121,20190901,TLV,CDG
AI998,20190901,SHJ,CCJ
MH109,20190901,COK,KUL
KE632,20190901,CEB,ICN
TK1841,20190901,IST,ATH
TK152,20190901,IST,DMM
BR17,20190901,SFO,TPE
KE884,20190901,URC,ICN
UL318,20190901,CMB,KUL
XQ169,20190901,NUE,AYT
TK295,20190901,IST,AER
SU1482,20190901,SVO,KJA
JT3308,20190901,BTJ,UPG
VJ982,20190901,HAN,PUS
VJ828,20190901,SGN,KIX
GA870,20190901,DPS,ICN
WS418,20190901,YEG,YYZ
S7239,20190901,DME,MMK
9C9906,20190901,SHE,TSN
G52650,20190901,MDL,CGO
G831,20190901,DEL,HKT
CZ6041,20190901,PEK,SGN
SQ425,20190901,BOM,SIN
SV5646,20190901,MED,LKO
ZM202,20190901,OSS,FRU
IX611,20190901,TRZ,DXB
SU5653,20190901,IKT,KHV
